City,Region,Country,ParentLocation,AirQuality,WaterPollution
Marshall,Missouri,United States of America,Americas,100,50
Rolla,Missouri,United States of America,Americas,100,25
Taos,Missouri,United States of America,Americas,100,75
Cornwall,Ontario,Canada,Americas,96.42857143,50
Libby,Montana,United States of America,Americas,100,25
Crown Point,Indiana,United States of America,Americas,87.5,25
Wenatchee,Washington,United States of America,Americas,25,0
Liberty,Missouri,United States of America,Americas,62.5,50
Chesterfield,Missouri,United States of America,Americas,87.5,37.5
O'Fallon,Missouri,United States of America,Americas,0,100
Youngstown,New York,United States of America,Americas,75,58.33333333
Forsyth,Montana,United States of America,Americas,80,100
Rock Hill,South Carolina,United States of America,Americas,87.5,62.5
Morristown,New Jersey,United States of America,Americas,100,100
Leesburg,Georgia,United States of America,Americas,87.5,50
Oshkosh,Nebraska,United States of America,Americas,50,75
Brentwood,Missouri,United States of America,Americas,75,0
Cape Canaveral,Florida,United States of America,Americas,75,0
Clayton,Missouri,United States of America,Americas,87.5,50
Sao Caetano do Sul,Sao Paulo,Brazil,Americas,37.5,50
Vero Beach,Florida,United States of America,Americas,93.75,62.5
Lawrenceville,Georgia,United States of America,Americas,100,0
Weatherford,Texas,United States of America,Americas,100,0
Del Rio,Texas,United States of America,Americas,100,25
Warrenton,Virginia,United States of America,Americas,100,0
Mansfield,Texas,United States of America,Americas,90,0
Negril,Cornwall County,Jamaica,Americas,100,75
Jeffersonville,Indiana,United States of America,Americas,87.5,50
Lake Worth,Texas,United States of America,Americas,100,100
Katy,Texas,United States of America,Americas,60,50
McLean,Texas,United States of America,Americas,100,25
Leander,Texas,United States of America,Americas,100,0
San Marcos,Texas,United States of America,Americas,100,0
League City,Texas,United States of America,Americas,75,25
Chilliwack,British Columbia,Canada,Americas,79.54545455,16.66666667
Pullman,Washington,United States of America,Americas,100,0
Catanduva,Sao Paulo,Brazil,Americas,37.5,50
Mansfield,Ohio,United States of America,Americas,75,25
Fort Dodge,Iowa,United States of America,Americas,25,75
Lakeville,Minnesota,United States of America,Americas,100,50
Titusville,Florida,United States of America,Americas,100,25
Lakewood,Washington,United States of America,Americas,100,75
Longview,Washington,United States of America,Americas,0,75
Oxford,Mississippi,United States of America,Americas,100,0
Lima,Ohio,United States of America,Americas,75,50
Fort Walton Beach,Florida,United States of America,Americas,100,50
Paducah,Kentucky,United States of America,Americas,85.71428571,62.5
Coon Rapids,Minnesota,United States of America,Americas,100,50
Traverse City,Michigan,United States of America,Americas,75,25
Patos de Minas,Minas Gerais,Brazil,Americas,25,50
Rocklin,California,United States of America,Americas,100,0
Sheboygan,Wisconsin,United States of America,Americas,100,0
Marina,California,United States of America,Americas,100,50
Sebring,Florida,United States of America,Americas,25,50
Alexandria,Louisiana,United States of America,Americas,100,50
Jackson,Tennessee,United States of America,Americas,96.875,12.5
Eden Prairie,Minnesota,United States of America,Americas,91.66666667,8.333333333
Clovis,New Mexico,United States of America,Americas,0,100
Fond du Lac,Wisconsin,United States of America,Americas,75,75
Vernon,British Columbia,Canada,Americas,72.5,54.16666667
Lloydminster,Alberta,Canada,Americas,60.71428571,27.77777778
New Port Richey,Florida,United States of America,Americas,50,0
Jupiter,Florida,United States of America,Americas,100,25
Jacksonville,North Carolina,United States of America,Americas,100,0
Lebanon,Ohio,United States of America,Americas,100,50
Slidell,Louisiana,United States of America,Americas,50,100
Torrington,Wyoming,United States of America,Americas,90,75
Longmont,Colorado,United States of America,Americas,0,75
East Orange,New Jersey,United States of America,Americas,100,75
Foster City,California,United States of America,Americas,100,0
Statesboro,Georgia,United States of America,Americas,75,41.66666667
DeLand,Florida,United States of America,Americas,81.25,25
Grand Junction,Colorado,United States of America,Americas,85.41666667,18.75
North Platte,Nebraska,United States of America,Americas,100,25
Playa del Carmen,Quintana Roo,Mexico,Americas,87.5,62.5
Troy,Michigan,United States of America,Americas,62.5,25
Weston,Florida,United States of America,Americas,100,0
Portoviejo,Manabi Province,Ecuador,Americas,62.5,50
Manta,Manabi Province,Ecuador,Americas,68.18181818,70
Mesquite,Nevada,United States of America,Americas,100,0
Timmins,Ontario,Canada,Americas,75,45
Corner Brook,Newfoundland and Labrador,Canada,Americas,93.75,0
Ciudad del Carmen,Campeche,Mexico,Americas,66.66666667,66.66666667
Canmore,Alberta,Canada,Americas,100,25
Novi,Michigan,United States of America,Americas,100,0
Brunswick,Georgia,United States of America,Americas,78.125,37.5
Long Branch,New Jersey,United States of America,Americas,75,25
San Luis Rio Colorado,Sonora,Mexico,Americas,100,50
Monroe,Michigan,United States of America,Americas,100,25
Dalton,Georgia,United States of America,Americas,100,25
Summit,New Jersey,United States of America,Americas,37.5,62.5
Hilton Head Island,South Carolina,United States of America,Americas,100,25
North Vancouver,British Columbia,Canada,Americas,92.64705882,13.46153846
Masaya,Masaya Department,Nicaragua,Americas,50,100
Cotacachi,Imbabura Province,Ecuador,Americas,100,0
New Bern,North Carolina,United States of America,Americas,100,50
Alpharetta,Georgia,United States of America,Americas,62.5,37.5
Radcliff,Kentucky,United States of America,Americas,87.5,50
Cumming,Georgia,United States of America,Americas,58.33333333,41.66666667
Ironton,Ohio,United States of America,Americas,100,50
Midland,Michigan,United States of America,Americas,95,33.33333333
Fort Saskatchewan,Alberta,Canada,Americas,75,12.5
Esteli,Esteli Department,Nicaragua,Americas,75,50
Smithers,British Columbia,Canada,Americas,100,50
Valdosta,Georgia,United States of America,Americas,100,50
Hobbs,New Mexico,United States of America,Americas,100,50
Princes Town,Princes Town,Trinidad and Tobago,Americas,0,100
Langley,Washington,United States of America,Americas,100,0
Durango,Colorado,United States of America,Americas,75,0
Farmington,New Mexico,United States of America,Americas,95,50
Drumheller,Alberta,Canada,Americas,100,0
Spruce Grove,Alberta,Canada,Americas,100,0
Prince Rupert,British Columbia,Canada,Americas,100,58.33333333
Santo Domingo,Santo Domingo de los Tsachilas Province,Ecuador,Americas,0,50
Williamsport,Pennsylvania,United States of America,Americas,100,0
Hinton,Alberta,Canada,Americas,100,50
Sheridan,Wyoming,United States of America,Americas,95.83333333,12.5
Courtenay,British Columbia,Canada,Americas,85.71428571,33.33333333
Cold Lake,Alberta,Canada,Americas,96.875,37.5
Owen Sound,Ontario,Canada,Americas,100,25
Selkirk,Manitoba,Canada,Americas,100,0
Comox,British Columbia,Canada,Americas,87.5,50
Rochester,Michigan,United States of America,Americas,100,0
Fairborn,Ohio,United States of America,Americas,87.5,50
San Martin de los Andes,Neuquen Province,Argentina,Americas,100,75
Moose Jaw,Saskatchewan,Canada,Americas,91.66666667,33.33333333
Terrace,British Columbia,Canada,Americas,91.66666667,0
Ypsilanti,Michigan,United States of America,Americas,75,66.66666667
Port Alberni,British Columbia,Canada,Americas,83.33333333,0
Drayton Valley,Alberta,Canada,Americas,100,50
San Fernando,,Trinidad and Tobago,Americas,50,55
Lisle,Illinois,United States of America,Americas,100,0
Valladolid,Yucatan,Mexico,Americas,100,0
Salinas,Santa Elena Province,Ecuador,Americas,25,100
Jinotega,Jinotega Department,Nicaragua,Americas,66.66666667,83.33333333
Pottsville,Pennsylvania,United States of America,Americas,75,0
Cambridge,Ontario,Canada,Americas,63.46153846,55.76923077
Concord,North Carolina,United States of America,Americas,91.66666667,62.5
Campbell River,British Columbia,Canada,Americas,100,0
Campbellton,New Brunswick,Canada,Americas,75,0
Chapala,Jalisco,Mexico,Americas,87.5,50
Watertown,South Dakota,United States of America,Americas,95.83333333,50
Moses Lake,Washington,United States of America,Americas,75,0
Johnstown,Pennsylvania,United States of America,Americas,87.5,75
Bloomsburg,Pennsylvania,United States of America,Americas,87.5,25
Cranbrook,British Columbia,Canada,Americas,100,16.66666667
Hazard,Kentucky,United States of America,Americas,100,50
New Castle,Pennsylvania,United States of America,Americas,87.5,50
Anderson,South Carolina,United States of America,Americas,87.5,0
Warren,Pennsylvania,United States of America,Americas,100,50
Woodland,Washington,United States of America,Americas,100,0
Diego Martin,Diego Martin Regional Corporation,Trinidad and Tobago,Americas,100,50
Moca,Espaillat Province,Dominican Republic,Americas,0,25
Houston,British Columbia,Canada,Americas,100,50
Sechelt,British Columbia,Canada,Americas,75,0
Marsh Harbour,Central Abaco,The Bahamas,Americas,50,75
Ashland,Massachusetts,United States of America,Americas,100,50
Okotoks,Alberta,Canada,Americas,100,12.5
Rocky Mount,Virginia,United States of America,Americas,50,75
Herndon,Virginia,United States of America,Americas,50,25
Amherst,Virginia,United States of America,Americas,100,50
Christiansburg,Virginia,United States of America,Americas,75,100
Highgate,,Jamaica,Americas,75,25
Watertown,New York,United States of America,Americas,62.5,37.5
Ewarton,Middlesex County,Jamaica,Americas,75,50
Liberia,Guanacaste Province,Costa Rica,Americas,100,0
Parksville,British Columbia,Canada,Americas,80,0
Chaguanas,,Trinidad and Tobago,Americas,20,70
Spring Hill,Tennessee,United States of America,Americas,87.5,25
Airway Heights,Washington,United States of America,Americas,100,0
Yelm,Washington,United States of America,Americas,50,50
Sequim,Washington,United States of America,Americas,100,25
Brier,Washington,United States of America,Americas,100,0
Goose Creek,South Carolina,United States of America,Americas,100,0
Atlantida,Canelones Department,Uruguay,Americas,66.66666667,33.33333333
Punta Cana,La Altagracia Province,Dominican Republic,Americas,40.625,65.625
Waterloo,Wisconsin,United States of America,Americas,100,50
Neenah,Wisconsin,United States of America,Americas,50,0
Hempstead,New York,United States of America,Americas,100,50
Smithtown,New York,United States of America,Americas,100,50
Atibaia,Sao Paulo,Brazil,Americas,75,25
Yorkton,Saskatchewan,Canada,Americas,100,0
Plymouth,Michigan,United States of America,Americas,50,50
Woodstock,Ontario,Canada,Americas,50,50
Parnaiba,Piaui,Brazil,Americas,100,75
Stony Hill,,Jamaica,Americas,100,0
May Pen,Middlesex County,Jamaica,Americas,68.75,18.75
St. Paul,Alberta,Canada,Americas,100,0
Islip,New York,United States of America,Americas,75,25
Linhares,Espirito Santo,Brazil,Americas,100,100
Woodburn,Oregon,United States of America,Americas,100,0
Ponca City,Oklahoma,United States of America,Americas,100,50
Pilar,Buenos Aires Province,Argentina,Americas,75,100
Portsmouth,Rhode Island,United States of America,Americas,100,0
Rio das Ostras,Rio de Janeiro,Brazil,Americas,25,100
La Libertad,Santa Elena Province,Ecuador,Americas,75,100
La Piedad,Michoacan,Mexico,Americas,50,100
Mandeville,Middlesex County,Jamaica,Americas,62.5,12.5
Trail,British Columbia,Canada,Americas,100,0
Fresnillo,Zacatecas,Mexico,Americas,75,25
Zeeland,Michigan,United States of America,Americas,100,0
Piedras Negras,Coahuila,Mexico,Americas,75,25
Roanoke,Indiana,United States of America,Americas,95.45454545,35.71428571
Weirton,West Virginia,United States of America,Americas,62.5,50
Revelstoke,British Columbia,Canada,Americas,100,50
Detroit Lakes,Minnesota,United States of America,Americas,100,50
Waterford,Connecticut,United States of America,Americas,25,50
Deltona,Florida,United States of America,Americas,87.5,75
Melfort,Saskatchewan,Canada,Americas,100,0
Morehead,Kentucky,United States of America,Americas,100,25
Birmingham,Iowa,United States of America,Americas,71.05263158,31.66666667
Waldorf,Minnesota,United States of America,Americas,100,75
San Pedro Garza Garcia,Nuevo Leon,Mexico,Americas,46.875,12.5
Leawood,Kansas,United States of America,Americas,50,75
Lakeport,California,United States of America,Americas,100,50
Jackson,California,United States of America,Americas,100,50
Upland,Indiana,United States of America,Americas,62.5,50
San Juan,San Juan-Laventille,Trinidad and Tobago,Americas,25,25
Elko,South Carolina,United States of America,Americas,100,25
Cutler Bay,Florida,United States of America,Americas,100,25
Greenville,North Carolina,United States of America,Americas,90,25
Vadnais Heights,Minnesota,United States of America,Americas,100,50
Hinesville,Georgia,United States of America,Americas,75,25
Abington,Massachusetts,United States of America,Americas,100,50
Williston,North Dakota,United States of America,Americas,85,75
Fairmont,West Virginia,United States of America,Americas,100,50
Warner Robins,Georgia,United States of America,Americas,100,37.5
Elkhart,Indiana,United States of America,Americas,87.5,50
Frankfort,Indiana,United States of America,Americas,50,75
La Porte,Indiana,United States of America,Americas,87.5,50
Sanford,North Carolina,United States of America,Americas,100,50
Spruce Pine,North Carolina,United States of America,Americas,100,0
Yanceyville,North Carolina,United States of America,Americas,87.5,50
Mooresville,North Carolina,United States of America,Americas,100,25
Hope Mills,North Carolina,United States of America,Americas,100,50
Hickory,North Carolina,United States of America,Americas,100,50
Bryson City,North Carolina,United States of America,Americas,87.5,50
Williams Lake,British Columbia,Canada,Americas,75,75
Buffalo,North Dakota,United States of America,Americas,100,50
Beaver Dam,Kentucky,United States of America,Americas,100,50
Chesterfield,South Carolina,United States of America,Americas,100,25
Quesnel,British Columbia,Canada,Americas,100,50
Stone Mountain,Georgia,United States of America,Americas,0,100
Astoria,Illinois,United States of America,Americas,37.5,62.5
Ellsworth,Maine,United States of America,Americas,100,50
Swampscott,Massachusetts,United States of America,Americas,100,50
San Jose del Cabo,Baja California Sur,Mexico,Americas,100,25
Seminole,Florida,United States of America,Americas,100,0
Zephyrhills,Florida,United States of America,Americas,25,50
California,Kentucky,United States of America,Americas,0,100
San Isidro,Buenos Aires Province,Argentina,Americas,100,0
Gettysburg,South Dakota,United States of America,Americas,75,75
Bajos de Haina,,Dominican Republic,Americas,0,100
Parry Sound,Ontario,Canada,Americas,100,50
Beloit,Kansas,United States of America,Americas,50,62.5
Willoughby,Ohio,United States of America,Americas,75,0
Mansfield,Georgia,United States of America,Americas,0,50
Ithaca,Michigan,United States of America,Americas,93.75,40.625
Wayne,West Virginia,United States of America,Americas,87.5,50
El Progreso,Yoro Department,Honduras,Americas,25,100
Bourne,Massachusetts,United States of America,Americas,75,25
Holetown,Saint James,Barbados,Americas,100,50
Longmeadow,Massachusetts,United States of America,Americas,75,25
Owosso,Michigan,United States of America,Americas,75,100
Amherst,New Hampshire,United States of America,Americas,100,50
Port Hawkesbury,Nova Scotia,Canada,Americas,100,50
Hampton,South Carolina,United States of America,Americas,37.5,50
Oakland,Tennessee,United States of America,Americas,100,0
Arlington,Kansas,United States of America,Americas,66.66666667,16.66666667
Lewisburg,Tennessee,United States of America,Americas,100,50
Clarksville,Indiana,United States of America,Americas,95,0
Orillia,Ontario,Canada,Americas,100,0
Ashburn,Georgia,United States of America,Americas,60,25
Franklin,West Virginia,United States of America,Americas,100,0
Decatur,Tennessee,United States of America,Americas,75,100
Bridgewater,Connecticut,United States of America,Americas,87.5,50
Cookeville,Tennessee,United States of America,Americas,100,50
Peachtree City,Georgia,United States of America,Americas,50,50
Syracuse,Indiana,United States of America,Americas,75,50
Mandeville,Louisiana,United States of America,Americas,75,75
Lynchburg,South Carolina,United States of America,Americas,100,0
Holderness,New Hampshire,United States of America,Americas,100,50
Speightstown,Saint Peter,Barbados,Americas,75,75
Long Island,Kansas,United States of America,Americas,87.5,25
Yreka,California,United States of America,Americas,100,50
Tyngsborough,Massachusetts,United States of America,Americas,100,50
Huntingdon,Tennessee,United States of America,Americas,75,50
Couva,Couva-Tabaquite-Talparo,Trinidad and Tobago,Americas,43.75,43.75
Talanga,Francisco Morazan Department,Honduras,Americas,50,50
Seaside,Oregon,United States of America,Americas,100,0
Pooler,Georgia,United States of America,Americas,75,25
Edison,Georgia,United States of America,Americas,75,25
Las Tablas,Los Santos Province,Panama,Americas,100,0
Topsham,Maine,United States of America,Americas,100,50
Frederick,South Dakota,United States of America,Americas,91.66666667,33.33333333
Manistee,Michigan,United States of America,Americas,100,50
Allegan,Michigan,United States of America,Americas,100,0
Richland,Oregon,United States of America,Americas,100,0
Rumford,Maine,United States of America,Americas,100,50
Pikeville,Kentucky,United States of America,Americas,100,50
Douglasville,Georgia,United States of America,Americas,25,75
Bowmanville,Ontario,Canada,Americas,0,100
Sangre Grande,Sangre Grande Regional Corporation,Trinidad and Tobago,Americas,75,75
Chesapeake,West Virginia,United States of America,Americas,100,37.5
Brandon,Vermont,United States of America,Americas,100,0
Salmon Arm,British Columbia,Canada,Americas,25,75
Yorkville,Tennessee,United States of America,Americas,100,0
Fredericksburg,Indiana,United States of America,Americas,100,25
Simcoe,Ontario,Canada,Americas,100,50
Utica,Indiana,United States of America,Americas,93.75,37.5
Grenville,Saint Andrew Parish,Grenada,Americas,66.66666667,58.33333333
Manassas,Georgia,United States of America,Americas,87.5,0
Gadsden,Tennessee,United States of America,Americas,87.5,75
Deep River,Ontario,Canada,Americas,100,50
Rutherford,Tennessee,United States of America,Americas,0,100
Norman Wells,Northwest Territories,Canada,Americas,100,50
Willimantic,Maine,United States of America,Americas,100,50
Middlesex,Vermont,United States of America,Americas,83.33333333,50
Somerset,Vermont,United States of America,Americas,100,50
Siparia,Siparia Regional Corporation,Trinidad and Tobago,Americas,62.5,50
Carlisle,New York,United States of America,Americas,100,50
New Windsor,New York,United States of America,Americas,100,50
Taylor,New York,United States of America,Americas,87.5,50
New Paltz,New York,United States of America,Americas,100,50
Webster,New York,United States of America,Americas,0,50
Germantown,New York,United States of America,Americas,100,0
Princeton,Massachusetts,United States of America,Americas,87.5,25
Santa Ana,San Jose Province,Costa Rica,Americas,75,50
Bath,New York,United States of America,Americas,100,50
Dickinson,New York,United States of America,Americas,100,50
Gainesville,New York,United States of America,Americas,100,25
Lafayette,Wisconsin,United States of America,Americas,93.75,12.5
Picton,Ontario,Canada,Americas,100,25
Saint Joseph,Tunapuna-Piarco Regional Corporation,Trinidad and Tobago,Americas,100,75
Wausau,Wisconsin,United States of America,Americas,100,25
Chancay,Lima region,Peru,Americas,25,50
Gibsons,British Columbia,Canada,Americas,100,50
Belem,Para,Brazil,Americas,81.25,93.75
Nantucket,Massachusetts,United States of America,Americas,100,50
Osorio,Rio Grande do Sul,Brazil,Americas,100,75
Arlington,Virginia,United States of America,Americas,84.61538462,19.23076923
Piracicaba,Sao Paulo,Brazil,Americas,40,25
Berlin,,Germany,Europe,62.36413043,28.61271676
Bern,Canton of Bern,Switzerland,Europe,94.31818182,12.5
Geneva,Canton of Geneva,Switzerland,Europe,71.53846154,17.37288136
Zurich,Canton of Zurich,Switzerland,Europe,83.80952381,10.71428571
Basel,,Switzerland,Europe,81.66666667,26.92307692
London,England,United Kingdom,Europe,37.04225352,40.71637427
Paris,Ile-de-France,France,Europe,34.02439024,43.12169312
Vilnius,,Lithuania,Europe,77.24719101,20.58823529
Monaco,,Monaco,Europe,28.78787879,61.36363636
Brussels,,Belgium,Europe,35.81081081,44.76190476
Poznan,Greater Poland Voivodeship,Poland,Europe,33.07692308,50.42372881
Tashkent,,Uzbekistan,Europe,56.4516129,49.16666667
Warsaw,Masovian Voivodeship,Poland,Europe,27.27272727,36.01485149
Modena,Emilia-Romagna,Italy,Europe,39.0625,50
Tours,,France,Europe,84.375,6.25
Cambridge,England,United Kingdom,Europe,69.82758621,30.55555556
Cologne,North Rhine-Westphalia,Germany,Europe,60.71428571,27.77777778
Skopje,Greater Skopje,North Macedonia,Europe,10.19417476,45.26315789
Gdynia,Pomeranian Voivodeship,Poland,Europe,49.41860465,48.61111111
Szczecin,West Pomeranian Voivodeship,Poland,Europe,41.37931034,53.75
Ljubljana,Ljubljana City Municipality,Slovenia,Europe,72.16494845,17.58241758
Plovdiv,Plovdiv region,Bulgaria,Europe,31.41025641,36.29032258
Sofia,Sofia City Province,Bulgaria,Europe,23.62132353,40.94339623
Milan,Lombardy,Italy,Europe,24.39759036,39.49044586
Trieste,Friuli-Venezia Giulia,Italy,Europe,58.87096774,29
Lodz,Lodz Voivodeship,Poland,Europe,28.84615385,40.44117647
Villeurbanne,,France,Europe,75,50
Oslo,,Norway,Europe,74.75728155,14.17525773
Bonn,North Rhine-Westphalia,Germany,Europe,82.8125,22.5
Katowice,Silesian Voivodeship,Poland,Europe,27.77777778,48.33333333
Lisbon,Lisbon,Portugal,Europe,64.60674157,24.85632184
Rzeszow,Podkarpackie Voivodeship,Poland,Europe,37.5,47.05882353
Padua,Veneto,Italy,Europe,29.16666667,50
Bergamo,Lombardy,Italy,Europe,46.66666667,35
Venice,Veneto,Italy,Europe,36.25,67.85714286
Rennes,,France,Europe,62.5,35
Lille,,France,Europe,48.91304348,35.52631579
Moscow,,Russia,Europe,41.47526502,49.72527473
Saint Petersburg,,Russia,Europe,43.10344828,54.8816568
Heilbronn,Baden-Wurttemberg,Germany,Europe,80,0
Bialystok,Podlaskie Voivodeship,Poland,Europe,34.52380952,52.94117647
Nowy Sacz,Lesser Poland Voivodeship,Poland,Europe,30,100
Lausanne,Canton of Vaud,Switzerland,Europe,78.26086957,17.5
Abakan,Republic of Khakassia,Russia,Europe,0,75
Novosibirsk,Novosibirsk Oblast,Russia,Europe,36.48648649,54.05405405
Yekaterinburg,Sverdlovsk Oblast,Russia,Europe,27.90697674,58.33333333
Samara,Samara Oblast,Russia,Europe,48.4375,51.5625
Omsk,Omsk Oblast,Russia,Europe,16.17647059,48.52941176
Kazan,Republic of Tatarstan,Russia,Europe,41.25,58.33333333
Chelyabinsk,Chelyabinsk Oblast,Russia,Europe,16.66666667,70.3125
Ufa,Bashkortostan,Russia,Europe,20.83333333,68.18181818
Volgograd,Volgograd Oblast,Russia,Europe,21.66666667,59.375
Perm,Perm Krai,Russia,Europe,44.44444444,50
Krasnoyarsk,Krasnoyarsk Krai,Russia,Europe,6.617647059,49.21875
Vladivostok,Primorsky Krai,Russia,Europe,35,67.5
Tomsk,Tomsk Oblast,Russia,Europe,46.42857143,51.78571429
Tbilisi,,Georgia,Europe,22.98387097,49.34782609
Maribor,Maribor City Municipality,Slovenia,Europe,76.25,18.75
Celje,City Municipality of Celje,Slovenia,Europe,50,8.333333333
Koper,City Municipality of Koper,Slovenia,Europe,87.5,0
Aachen,North Rhine-Westphalia,Germany,Europe,70.45454545,17.85714286
Nova Gorica,City Municipality of Nova Gorica,Slovenia,Europe,75,12.5
Kranj,City Municipality of Kranj,Slovenia,Europe,80.55555556,12.5
Stuttgart,Baden-Wurttemberg,Germany,Europe,43.125,24.28571429
Biel/Bienne,Canton of Bern,Switzerland,Europe,37.5,31.25
Karlsruhe,Baden-Wurttemberg,Germany,Europe,87.5,5.555555556
Hamburg,,Germany,Europe,70.76271186,24.50980392
Salerno,Campania,Italy,Europe,60,58.33333333
Prague,,Czech Republic,Europe,63.21243523,25.70621469
Busto Arsizio,Lombardy,Italy,Europe,0,75
Jerusalem,Jerusalem District,Israel,Europe,37.09677419,42.39130435
Grenoble,,France,Europe,34.09090909,26.47058824
Dortmund,North Rhine-Westphalia,Germany,Europe,75,15.625
Ghent,Flemish Region,Belgium,Europe,55.46875,27.67857143
Como,Lombardy,Italy,Europe,58.33333333,40
Tolyatti,Samara Oblast,Russia,Europe,36.11111111,43.75
Zagreb,,Croatia,Europe,69.7740113,26.59883721
Genoa,Liguria,Italy,Europe,51.72413793,30
Le Mans,,France,Europe,95,50
Bordeaux,,France,Europe,68.47826087,42.64705882
Barcelona,Catalonia,Spain,Europe,35.49723757,51.31578947
Athens,Attica Region,Greece,Europe,44.17412141,30.31561462
Osijek,Osijek-Baranja County,Croatia,Europe,83.75,13.33333333
Rijeka,Primorje-Gorski Kotar County,Croatia,Europe,75,17.85714286
Split,Split-Dalmatia County,Croatia,Europe,71.71052632,30
Kiel,Schleswig-Holstein,Germany,Europe,93.75,25
Schwerin,Mecklenburg-Western Pomerania,Germany,Europe,87.5,50
Potsdam,Brandenburg,Germany,Europe,88.63636364,10.71428571
Hanover,Lower Saxony,Germany,Europe,75,22.91666667
D?sseldorf,North Rhine-Westphalia,Germany,Europe,64.81481481,23.91304348
Mainz,Rhineland-Palatinate,Germany,Europe,86.11111111,35
Wiesbaden,Hesse,Germany,Europe,73.21428571,42.5
Dubrovnik,Dubrovnik-Neretva County,Croatia,Europe,87.5,40
Saarbr?cken,Saarland,Germany,Europe,87.5,12.5
Munich,Bavaria,Germany,Europe,74.41860465,15.46610169
Dresden,Saxony,Germany,Europe,75,7.894736842
Magdeburg,Saxony-Anhalt,Germany,Europe,93.75,6.25
Innsbruck,Tyrol,Austria,Europe,75,7.8125
Bregenz,Vorarlberg,Austria,Europe,95,50
Vienna,,Austria,Europe,82.70547945,10.14492754
Stockholm,Stockholm County,Sweden,Europe,83.20610687,15.0390625
Helsinki,Uusimaa,Finland,Europe,89.88095238,15.49586777
Dublin,,Ireland,Europe,67.02380952,39.70588235
Murmansk,Murmansk Oblast,Russia,Europe,57.14285714,14.28571429
Reykjavik,,Iceland,Europe,86.68478261,5.113636364
Tallinn,Harju County,Estonia,Europe,81.8877551,18.61702128
Riga,,Latvia,Europe,62.5,31.95652174
Bratislava,Bratislava Region,Slovakia,Europe,62.32394366,32.46268657
Budapest,,Hungary,Europe,40.61032864,32.375
Gdansk,Pomeranian Voivodeship,Poland,Europe,45.55555556,45
Frankfurt,Hesse,Germany,Europe,63.39285714,25.98039216
Wroclaw,Lower Silesian Voivodeship,Poland,Europe,25.68807339,35.4368932
Kaliningrad,Kaliningrad Oblast,Russia,Europe,55,55
Luxembourg,,Luxembourg,Europe,83.10810811,20.45454545
San Marino,,San Marino,Europe,87.5,50
Arkhangelsk,Arkhangelsk Oblast,Russia,Europe,43.75,50
Andorra la Vella,Andorra la Vella,Andorra,Europe,37.5,25
Odessa,Odessa Oblast,Ukraine,Europe,50.5,58.85416667
Bologna,Emilia-Romagna,Italy,Europe,38.15789474,28.03030303
Petrozavodsk,Karelia,Russia,Europe,58.33333333,25
Cagliari,Sardinia,Italy,Europe,71.05263158,20
Catania,Sicily,Italy,Europe,46.42857143,55.55555556
Caserta,Campania,Italy,Europe,34.375,56.25
Yerevan,,Armenia,Europe,41.81034483,35
Vologda,Vologda Oblast,Russia,Europe,62.5,25
Verona,Veneto,Italy,Europe,36.11111111,42.85714286
Florence,Tuscany,Italy,Europe,52.67857143,36
Essen,North Rhine-Westphalia,Germany,Europe,80,4.166666667
Leipzig,Saxony,Germany,Europe,84.21052632,20
Nuremberg,Bavaria,Germany,Europe,75,12.5
Duisburg,North Rhine-Westphalia,Germany,Europe,53.57142857,31.25
Bochum,North Rhine-Westphalia,Germany,Europe,68.18181818,25
Wuppertal,North Rhine-Westphalia,Germany,Europe,90,0
Bielefeld,North Rhine-Westphalia,Germany,Europe,67.85714286,50
Mannheim,Baden-Wurttemberg,Germany,Europe,51.08695652,30.55555556
Cherepovets,Vologda Oblast,Russia,Europe,0,100
Pskov,Pskov Oblast,Russia,Europe,100,50
Veliky Novgorod,Novgorod Oblast,Russia,Europe,100,50
Birmingham,England,United Kingdom,Europe,52.97619048,25.64102564
Minsk,,Belarus,Europe,60.9223301,41.40625
Tver,Tver Oblast,Russia,Europe,62.5,37.5
Smolensk,Smolensk Oblast,Russia,Europe,50,54.16666667
Yaroslavl,Yaroslavl Oblast,Russia,Europe,16.66666667,58.33333333
Ivanovo,Ivanovo Oblast,Russia,Europe,33.33333333,87.5
Naples,Campania,Italy,Europe,28.84615385,55.31914894
Palermo,Sicily,Italy,Europe,45.45454545,51.31578947
Gomel,Gomel Region,Belarus,Europe,44.73684211,53.57142857
Parma,Emilia-Romagna,Italy,Europe,34.375,56.81818182
Vladimir,Vladimir Oblast,Russia,Europe,37.5,50
Pescara,Abruzzo,Italy,Europe,61.11111111,79.16666667
Bremerhaven,,Germany,Europe,75,50
M?nster,North Rhine-Westphalia,Germany,Europe,71.875,25
Ryazan,Ryazan Oblast,Russia,Europe,0,91.66666667
Augsburg,Bavaria,Germany,Europe,73.52941176,26.92307692
Siena,Tuscany,Italy,Europe,81.25,21.42857143
Gelsenkirchen,North Rhine-Westphalia,Germany,Europe,62.5,50
Tula,Tula Oblast,Russia,Europe,33.33333333,75
Udine,Friuli-Venezia Giulia,Italy,Europe,72.5,33.33333333
Chemnitz,Saxony,Germany,Europe,87.5,50
Krefeld,North Rhine-Westphalia,Germany,Europe,87.5,50
Madrid,Community of Madrid,Spain,Europe,36.23417722,18.95424837
Halle (Saale),Saxony-Anhalt,Germany,Europe,75,0
